constructorId,position,points,year,RaceName,round,raceId
williams,12.0,0.0,2011,Korean Grand Prix,16,2011_16
red_bull,1.0,37.0,2011,Indian Grand Prix,17,2011_17
mclaren,2.0,24.0,2011,Indian Grand Prix,17,2011_17
mercedes,3.0,18.0,2011,Indian Grand Prix,17,2011_17
ferrari,4.0,15.0,2011,Indian Grand Prix,17,2011_17
toro_rosso,5.0,4.0,2011,Indian Grand Prix,17,2011_17
force_india,6.0,2.0,2011,Indian Grand Prix,17,2011_17
sauber,7.0,1.0,2011,Indian Grand Prix,17,2011_17
hrt,8.0,0.0,2011,Indian Grand Prix,17,2011_17
lotus_racing,9.0,0.0,2011,Indian Grand Prix,17,2011_17
renault,10.0,0.0,2011,Indian Grand Prix,17,2011_17
virgin,11.0,0.0,2011,Indian Grand Prix,17,2011_17
williams,12.0,0.0,2011,Indian Grand Prix,17,2011_17
mclaren,1.0,40.0,2011,Abu Dhabi Grand Prix,18,2011_18
ferrari,2.0,28.0,2011,Abu Dhabi Grand Prix,18,2011_18
mercedes,3.0,14.0,2011,Abu Dhabi Grand Prix,18,2011_18
red_bull,4.0,12.0,2011,Abu Dhabi Grand Prix,18,2011_18
force_india,5.0,6.0,2011,Abu Dhabi Grand Prix,18,2011_18
sauber,6.0,1.0,2011,Abu Dhabi Grand Prix,18,2011_18
hrt,7.0,0.0,2011,Abu Dhabi Grand Prix,18,2011_18
lotus_racing,8.0,0.0,2011,Abu Dhabi Grand Prix,18,2011_18
renault,9.0,0.0,2011,Abu Dhabi Grand Prix,18,2011_18
toro_rosso,10.0,0.0,2011,Abu Dhabi Grand Prix,18,2011_18
virgin,11.0,0.0,2011,Abu Dhabi Grand Prix,18,2011_18
williams,12.0,0.0,2011,Abu Dhabi Grand Prix,18,2011_18
red_bull,1.0,43.0,2011,Brazilian Grand Prix,19,2011_19
ferrari,2.0,22.0,2011,Brazilian Grand Prix,19,2011_19
mclaren,3.0,15.0,2011,Brazilian Grand Prix,19,2011_19
force_india,4.0,12.0,2011,Brazilian Grand Prix,19,2011_19
mercedes,5.0,6.0,2011,Brazilian Grand Prix,19,2011_19
sauber,6.0,2.0,2011,Brazilian Grand Prix,19,2011_19
renault,7.0,1.0,2011,Brazilian Grand Prix,19,2011_19
hrt,8.0,0.0,2011,Brazilian Grand Prix,19,2011_19
lotus_racing,9.0,0.0,2011,Brazilian Grand Prix,19,2011_19
toro_rosso,10.0,0.0,2011,Brazilian Grand Prix,19,2011_19
virgin,11.0,0.0,2011,Brazilian Grand Prix,19,2011_19
williams,12.0,0.0,2011,Brazilian Grand Prix,19,2011_19
mclaren,1.0,40.0,2012,Australian Grand Prix,1,2012_1
red_bull,2.0,30.0,2012,Australian Grand Prix,1,2012_1
sauber,3.0,12.0,2012,Australian Grand Prix,1,2012_1
ferrari,4.0,10.0,2012,Australian Grand Prix,1,2012_1
lotus_f1,5.0,6.0,2012,Australian Grand Prix,1,2012_1
toro_rosso,6.0,2.0,2012,Australian Grand Prix,1,2012_1
force_india,7.0,1.0,2012,Australian Grand Prix,1,2012_1
caterham,8.0,0.0,2012,Australian Grand Prix,1,2012_1
hrt,9.0,0.0,2012,Australian Grand Prix,1,2012_1
marussia,10.0,0.0,2012,Australian Grand Prix,1,2012_1
mercedes,11.0,0.0,2012,Australian Grand Prix,1,2012_1
williams,12.0,0.0,2012,Australian Grand Prix,1,2012_1
ferrari,1.0,25.0,2012,Malaysian Grand Prix,2,2012_2
sauber,2.0,18.0,2012,Malaysian Grand Prix,2,2012_2
mclaren,3.0,15.0,2012,Malaysian Grand Prix,2,2012_2
red_bull,4.0,12.0,2012,Malaysian Grand Prix,2,2012_2
lotus_f1,5.0,10.0,2012,Malaysian Grand Prix,2,2012_2
force_india,6.0,8.0,2012,Malaysian Grand Prix,2,2012_2
williams,7.0,8.0,2012,Malaysian Grand Prix,2,2012_2
toro_rosso,8.0,4.0,2012,Malaysian Grand Prix,2,2012_2
mercedes,9.0,1.0,2012,Malaysian Grand Prix,2,2012_2
caterham,10.0,0.0,2012,Malaysian Grand Prix,2,2012_2
hrt,11.0,0.0,2012,Malaysian Grand Prix,2,2012_2
marussia,12.0,0.0,2012,Malaysian Grand Prix,2,2012_2
mclaren,1.0,33.0,2012,Chinese Grand Prix,3,2012_3
mercedes,2.0,25.0,2012,Chinese Grand Prix,3,2012_3
red_bull,3.0,22.0,2012,Chinese Grand Prix,3,2012_3
williams,4.0,10.0,2012,Chinese Grand Prix,3,2012_3
lotus_f1,5.0,8.0,2012,Chinese Grand Prix,3,2012_3
ferrari,6.0,2.0,2012,Chinese Grand Prix,3,2012_3
sauber,7.0,1.0,2012,Chinese Grand Prix,3,2012_3
caterham,8.0,0.0,2012,Chinese Grand Prix,3,2012_3
force_india,9.0,0.0,2012,Chinese Grand Prix,3,2012_3
hrt,10.0,0.0,2012,Chinese Grand Prix,3,2012_3
marussia,11.0,0.0,2012,Chinese Grand Prix,3,2012_3
toro_rosso,12.0,0.0,2012,Chinese Grand Prix,3,2012_3
red_bull,1.0,37.0,2012,Bahrain Grand Prix,4,2012_4
lotus_f1,2.0,33.0,2012,Bahrain Grand Prix,4,2012_4
mercedes,3.0,11.0,2012,Bahrain Grand Prix,4,2012_4
ferrari,4.0,8.0,2012,Bahrain Grand Prix,4,2012_4
force_india,5.0,8.0,2012,Bahrain Grand Prix,4,2012_4
mclaren,6.0,4.0,2012,Bahrain Grand Prix,4,2012_4
caterham,7.0,0.0,2012,Bahrain Grand Prix,4,2012_4
hrt,8.0,0.0,2012,Bahrain Grand Prix,4,2012_4
marussia,9.0,0.0,2012,Bahrain Grand Prix,4,2012_4
sauber,10.0,0.0,2012,Bahrain Grand Prix,4,2012_4
toro_rosso,11.0,0.0,2012,Bahrain Grand Prix,4,2012_4
williams,12.0,0.0,2012,Bahrain Grand Prix,4,2012_4
lotus_f1,1.0,27.0,2012,Spanish Grand Prix,5,2012_5
williams,2.0,25.0,2012,Spanish Grand Prix,5,2012_5
ferrari,3.0,18.0,2012,Spanish Grand Prix,5,2012_5
sauber,4.0,10.0,2012,Spanish Grand Prix,5,2012_5
red_bull,5.0,8.0,2012,Spanish Grand Prix,5,2012_5
mclaren,6.0,6.0,2012,Spanish Grand Prix,5,2012_5
mercedes,7.0,6.0,2012,Spanish Grand Prix,5,2012_5
force_india,8.0,1.0,2012,Spanish Grand Prix,5,2012_5
caterham,9.0,0.0,2012,Spanish Grand Prix,5,2012_5
hrt,10.0,0.0,2012,Spanish Grand Prix,5,2012_5
marussia,11.0,0.0,2012,Spanish Grand Prix,5,2012_5
toro_rosso,12.0,0.0,2012,Spanish Grand Prix,5,2012_5
red_bull,1.0,37.0,2012,Monaco Grand Prix,6,2012_6
ferrari,2.0,23.0,2012,Monaco Grand Prix,6,2012_6
mercedes,3.0,18.0,2012,Monaco Grand Prix,6,2012_6
force_india,4.0,10.0,2012,Monaco Grand Prix,6,2012_6
mclaren,5.0,10.0,2012,Monaco Grand Prix,6,2012_6
lotus_f1,6.0,2.0,2012,Monaco Grand Prix,6,2012_6
williams,7.0,1.0,2012,Monaco Grand Prix,6,2012_6
caterham,8.0,0.0,2012,Monaco Grand Prix,6,2012_6
hrt,9.0,0.0,2012,Monaco Grand Prix,6,2012_6
marussia,10.0,0.0,2012,Monaco Grand Prix,6,2012_6
sauber,11.0,0.0,2012,Monaco Grand Prix,6,2012_6
toro_rosso,12.0,0.0,2012,Monaco Grand Prix,6,2012_6
mclaren,1.0,25.0,2012,Canadian Grand Prix,7,2012_7
lotus_f1,2.0,22.0,2012,Canadian Grand Prix,7,2012_7
red_bull,3.0,18.0,2012,Canadian Grand Prix,7,2012_7
sauber,4.0,17.0,2012,Canadian Grand Prix,7,2012_7
ferrari,5.0,11.0,2012,Canadian Grand Prix,7,2012_7
mercedes,6.0,8.0,2012,Canadian Grand Prix,7,2012_7
caterham,7.0,0.0,2012,Canadian Grand Prix,7,2012_7
force_india,8.0,0.0,2012,Canadian Grand Prix,7,2012_7
hrt,9.0,0.0,2012,Canadian Grand Prix,7,2012_7
marussia,10.0,0.0,2012,Canadian Grand Prix,7,2012_7
toro_rosso,11.0,0.0,2012,Canadian Grand Prix,7,2012_7
williams,12.0,0.0,2012,Canadian Grand Prix,7,2012_7
ferrari,1.0,25.0,2012,European Grand Prix,8,2012_8
mercedes,2.0,23.0,2012,European Grand Prix,8,2012_8
lotus_f1,3.0,18.0,2012,European Grand Prix,8,2012_8
force_india,4.0,16.0,2012,European Grand Prix,8,2012_8
red_bull,5.0,12.0,2012,European Grand Prix,8,2012_8
mclaren,6.0,4.0,2012,European Grand Prix,8,2012_8
sauber,7.0,2.0,2012,European Grand Prix,8,2012_8
williams,8.0,1.0,2012,European Grand Prix,8,2012_8
caterham,9.0,0.0,2012,European Grand Prix,8,2012_8
hrt,10.0,0.0,2012,European Grand Prix,8,2012_8
marussia,11.0,0.0,2012,European Grand Prix,8,2012_8
toro_rosso,12.0,0.0,2012,European Grand Prix,8,2012_8
red_bull,1.0,40.0,2012,British Grand Prix,9,2012_9
ferrari,2.0,30.0,2012,British Grand Prix,9,2012_9
lotus_f1,3.0,18.0,2012,British Grand Prix,9,2012_9
mercedes,4.0,6.0,2012,British Grand Prix,9,2012_9
mclaren,5.0,5.0,2012,British Grand Prix,9,2012_9
williams,6.0,2.0,2012,British Grand Prix,9,2012_9
caterham,7.0,0.0,2012,British Grand Prix,9,2012_9
force_india,8.0,0.0,2012,British Grand Prix,9,2012_9
hrt,9.0,0.0,2012,British Grand Prix,9,2012_9
marussia,10.0,0.0,2012,British Grand Prix,9,2012_9
sauber,11.0,0.0,2012,British Grand Prix,9,2012_9
toro_rosso,12.0,0.0,2012,British Grand Prix,9,2012_9
ferrari,1.0,25.0,2012,German Grand Prix,10,2012_10
sauber,2.0,20.0,2012,German Grand Prix,10,2012_10
mclaren,3.0,18.0,2012,German Grand Prix,10,2012_10
lotus_f1,4.0,15.0,2012,German Grand Prix,10,2012_10
red_bull,5.0,14.0,2012,German Grand Prix,10,2012_10
mercedes,6.0,7.0,2012,German Grand Prix,10,2012_10
force_india,7.0,2.0,2012,German Grand Prix,10,2012_10
caterham,8.0,0.0,2012,German Grand Prix,10,2012_10
hrt,9.0,0.0,2012,German Grand Prix,10,2012_10
marussia,10.0,0.0,2012,German Grand Prix,10,2012_10
toro_rosso,11.0,0.0,2012,German Grand Prix,10,2012_10
williams,12.0,0.0,2012,German Grand Prix,10,2012_10
lotus_f1,1.0,33.0,2012,Hungarian Grand Prix,11,2012_11
mclaren,2.0,33.0,2012,Hungarian Grand Prix,11,2012_11
red_bull,3.0,16.0,2012,Hungarian Grand Prix,11,2012_11
ferrari,4.0,12.0,2012,Hungarian Grand Prix,11,2012_11
williams,5.0,6.0,2012,Hungarian Grand Prix,11,2012_11
mercedes,6.0,1.0,2012,Hungarian Grand Prix,11,2012_11
caterham,7.0,0.0,2012,Hungarian Grand Prix,11,2012_11
force_india,8.0,0.0,2012,Hungarian Grand Prix,11,2012_11
hrt,9.0,0.0,2012,Hungarian Grand Prix,11,2012_11
marussia,10.0,0.0,2012,Hungarian Grand Prix,11,2012_11
sauber,11.0,0.0,2012,Hungarian Grand Prix,11,2012_11
toro_rosso,12.0,0.0,2012,Hungarian Grand Prix,11,2012_11
red_bull,1.0,26.0,2012,Belgian Grand Prix,12,2012_12
mclaren,2.0,25.0,2012,Belgian Grand Prix,12,2012_12
lotus_f1,3.0,15.0,2012,Belgian Grand Prix,12,2012_12
force_india,4.0,13.0,2012,Belgian Grand Prix,12,2012_12
ferrari,5.0,10.0,2012,Belgian Grand Prix,12,2012_12
mercedes,6.0,6.0,2012,Belgian Grand Prix,12,2012_12
toro_rosso,7.0,6.0,2012,Belgian Grand Prix,12,2012_12
caterham,8.0,0.0,2012,Belgian Grand Prix,12,2012_12
hrt,9.0,0.0,2012,Belgian Grand Prix,12,2012_12
marussia,10.0,0.0,2012,Belgian Grand Prix,12,2012_12
sauber,11.0,0.0,2012,Belgian Grand Prix,12,2012_12
williams,12.0,0.0,2012,Belgian Grand Prix,12,2012_12
ferrari,1.0,27.0,2012,Italian Grand Prix,13,2012_13
mclaren,2.0,25.0,2012,Italian Grand Prix,13,2012_13
sauber,3.0,20.0,2012,Italian Grand Prix,13,2012_13
mercedes,4.0,14.0,2012,Italian Grand Prix,13,2012_13
lotus_f1,5.0,10.0,2012,Italian Grand Prix,13,2012_13
force_india,6.0,4.0,2012,Italian Grand Prix,13,2012_13
williams,7.0,1.0,2012,Italian Grand Prix,13,2012_13
caterham,8.0,0.0,2012,Italian Grand Prix,13,2012_13
hrt,9.0,0.0,2012,Italian Grand Prix,13,2012_13
marussia,10.0,0.0,2012,Italian Grand Prix,13,2012_13
red_bull,11.0,0.0,2012,Italian Grand Prix,13,2012_13
toro_rosso,12.0,0.0,2012,Italian Grand Prix,13,2012_13
red_bull,1.0,25.0,2012,Singapore Grand Prix,14,2012_14
ferrari,2.0,19.0,2012,Singapore Grand Prix,14,2012_14
mclaren,3.0,18.0,2012,Singapore Grand Prix,14,2012_14
lotus_f1,4.0,14.0,2012,Singapore Grand Prix,14,2012_14
force_india,5.0,12.0,2012,Singapore Grand Prix,14,2012_14
mercedes,6.0,10.0,2012,Singapore Grand Prix,14,2012_14
toro_rosso,7.0,2.0,2012,Singapore Grand Prix,14,2012_14
sauber,8.0,1.0,2012,Singapore Grand Prix,14,2012_14
caterham,9.0,0.0,2012,Singapore Grand Prix,14,2012_14
hrt,10.0,0.0,2012,Singapore Grand Prix,14,2012_14
marussia,11.0,0.0,2012,Singapore Grand Prix,14,2012_14
williams,12.0,0.0,2012,Singapore Grand Prix,14,2012_14
red_bull,1.0,27.0,2012,Japanese Grand Prix,15,2012_15
mclaren,2.0,22.0,2012,Japanese Grand Prix,15,2012_15
ferrari,3.0,18.0,2012,Japanese Grand Prix,15,2012_15
sauber,4.0,15.0,2012,Japanese Grand Prix,15,2012_15
lotus_f1,5.0,8.0,2012,Japanese Grand Prix,15,2012_15
force_india,6.0,6.0,2012,Japanese Grand Prix,15,2012_15
williams,7.0,4.0,2012,Japanese Grand Prix,15,2012_15
toro_rosso,8.0,1.0,2012,Japanese Grand Prix,15,2012_15
caterham,9.0,0.0,2012,Japanese Grand Prix,15,2012_15
hrt,10.0,0.0,2012,Japanese Grand Prix,15,2012_15
marussia,11.0,0.0,2012,Japanese Grand Prix,15,2012_15
mercedes,12.0,0.0,2012,Japanese Grand Prix,15,2012_15
red_bull,1.0,43.0,2012,Korean Grand Prix,16,2012_16
ferrari,2.0,27.0,2012,Korean Grand Prix,16,2012_16
lotus_f1,3.0,16.0,2012,Korean Grand Prix,16,2012_16
force_india,4.0,8.0,2012,Korean Grand Prix,16,2012_16
toro_rosso,5.0,6.0,2012,Korean Grand Prix,16,2012_16
mclaren,6.0,1.0,2012,Korean Grand Prix,16,2012_16
caterham,7.0,0.0,2012,Korean Grand Prix,16,2012_16
hrt,8.0,0.0,2012,Korean Grand Prix,16,2012_16
marussia,9.0,0.0,2012,Korean Grand Prix,16,2012_16
mercedes,10.0,0.0,2012,Korean Grand Prix,16,2012_16
sauber,11.0,0.0,2012,Korean Grand Prix,16,2012_16
williams,12.0,0.0,2012,Korean Grand Prix,16,2012_16
red_bull,1.0,40.0,2012,Indian Grand Prix,17,2012_17
ferrari,2.0,26.0,2012,Indian Grand Prix,17,2012_17
mclaren,3.0,22.0,2012,Indian Grand Prix,17,2012_17
lotus_f1,4.0,8.0,2012,Indian Grand Prix,17,2012_17
force_india,5.0,4.0,2012,Indian Grand Prix,17,2012_17
williams,6.0,1.0,2012,Indian Grand Prix,17,2012_17
caterham,7.0,0.0,2012,Indian Grand Prix,17,2012_17
hrt,8.0,0.0,2012,Indian Grand Prix,17,2012_17
marussia,9.0,0.0,2012,Indian Grand Prix,17,2012_17
mercedes,10.0,0.0,2012,Indian Grand Prix,17,2012_17
sauber,11.0,0.0,2012,Indian Grand Prix,17,2012_17
toro_rosso,12.0,0.0,2012,Indian Grand Prix,17,2012_17
lotus_f1,1.0,25.0,2012,Abu Dhabi Grand Prix,18,2012_18
ferrari,2.0,24.0,2012,Abu Dhabi Grand Prix,18,2012_18
red_bull,3.0,15.0,2012,Abu Dhabi Grand Prix,18,2012_18
williams,4.0,14.0,2012,Abu Dhabi Grand Prix,18,2012_18
mclaren,5.0,12.0,2012,Abu Dhabi Grand Prix,18,2012_18
sauber,6.0,8.0,2012,Abu Dhabi Grand Prix,18,2012_18
force_india,7.0,2.0,2012,Abu Dhabi Grand Prix,18,2012_18
toro_rosso,8.0,1.0,2012,Abu Dhabi Grand Prix,18,2012_18
caterham,9.0,0.0,2012,Abu Dhabi Grand Prix,18,2012_18
hrt,10.0,0.0,2012,Abu Dhabi Grand Prix,18,2012_18
marussia,11.0,0.0,2012,Abu Dhabi Grand Prix,18,2012_18
mercedes,12.0,0.0,2012,Abu Dhabi Grand Prix,18,2012_18
mclaren,1.0,35.0,2012,United States Grand Prix,19,2012_19
ferrari,2.0,27.0,2012,United States Grand Prix,19,2012_19
red_bull,3.0,18.0,2012,United States Grand Prix,19,2012_19
lotus_f1,4.0,14.0,2012,United States Grand Prix,19,2012_19
force_india,5.0,4.0,2012,United States Grand Prix,19,2012_19
williams,6.0,3.0,2012,United States Grand Prix,19,2012_19
caterham,7.0,0.0,2012,United States Grand Prix,19,2012_19
hrt,8.0,0.0,2012,United States Grand Prix,19,2012_19
marussia,9.0,0.0,2012,United States Grand Prix,19,2012_19
mercedes,10.0,0.0,2012,United States Grand Prix,19,2012_19
sauber,11.0,0.0,2012,United States Grand Prix,19,2012_19
toro_rosso,12.0,0.0,2012,United States Grand Prix,19,2012_19
ferrari,1.0,33.0,2012,Brazilian Grand Prix,20,2012_20
mclaren,2.0,25.0,2012,Brazilian Grand Prix,20,2012_20
red_bull,3.0,20.0,2012,Brazilian Grand Prix,20,2012_20
force_india,4.0,10.0,2012,Brazilian Grand Prix,20,2012_20
mercedes,5.0,6.0,2012,Brazilian Grand Prix,20,2012_20
toro_rosso,6.0,4.0,2012,Brazilian Grand Prix,20,2012_20
sauber,7.0,2.0,2012,Brazilian Grand Prix,20,2012_20
lotus_f1,8.0,1.0,2012,Brazilian Grand Prix,20,2012_20
caterham,9.0,0.0,2012,Brazilian Grand Prix,20,2012_20
hrt,10.0,0.0,2012,Brazilian Grand Prix,20,2012_20
marussia,11.0,0.0,2012,Brazilian Grand Prix,20,2012_20
williams,12.0,0.0,2012,Brazilian Grand Prix,20,2012_20
ferrari,1.0,30.0,2013,Australian Grand Prix,1,2013_1
lotus_f1,2.0,26.0,2013,Australian Grand Prix,1,2013_1
red_bull,3.0,23.0,2013,Australian Grand Prix,1,2013_1
force_india,4.0,10.0,2013,Australian Grand Prix,1,2013_1
mercedes,5.0,10.0,2013,Australian Grand Prix,1,2013_1
mclaren,6.0,2.0,2013,Australian Grand Prix,1,2013_1
caterham,7.0,0.0,2013,Australian Grand Prix,1,2013_1
marussia,8.0,0.0,2013,Australian Grand Prix,1,2013_1
sauber,9.0,0.0,2013,Australian Grand Prix,1,2013_1
toro_rosso,10.0,0.0,2013,Australian Grand Prix,1,2013_1
williams,11.0,0.0,2013,Australian Grand Prix,1,2013_1
red_bull,1.0,43.0,2013,Malaysian Grand Prix,2,2013_2
mercedes,2.0,27.0,2013,Malaysian Grand Prix,2,2013_2
lotus_f1,3.0,14.0,2013,Malaysian Grand Prix,2,2013_2
ferrari,4.0,10.0,2013,Malaysian Grand Prix,2,2013_2
sauber,5.0,4.0,2013,Malaysian Grand Prix,2,2013_2
mclaren,6.0,2.0,2013,Malaysian Grand Prix,2,2013_2
toro_rosso,7.0,1.0,2013,Malaysian Grand Prix,2,2013_2
caterham,8.0,0.0,2013,Malaysian Grand Prix,2,2013_2
force_india,9.0,0.0,2013,Malaysian Grand Prix,2,2013_2
marussia,10.0,0.0,2013,Malaysian Grand Prix,2,2013_2
williams,11.0,0.0,2013,Malaysian Grand Prix,2,2013_2
ferrari,1.0,33.0,2013,Chinese Grand Prix,3,2013_3
lotus_f1,2.0,20.0,2013,Chinese Grand Prix,3,2013_3
mercedes,3.0,15.0,2013,Chinese Grand Prix,3,2013_3
red_bull,4.0,12.0,2013,Chinese Grand Prix,3,2013_3
mclaren,5.0,10.0,2013,Chinese Grand Prix,3,2013_3
toro_rosso,6.0,6.0,2013,Chinese Grand Prix,3,2013_3
force_india,7.0,4.0,2013,Chinese Grand Prix,3,2013_3
sauber,8.0,1.0,2013,Chinese Grand Prix,3,2013_3
caterham,9.0,0.0,2013,Chinese Grand Prix,3,2013_3
marussia,10.0,0.0,2013,Chinese Grand Prix,3,2013_3
williams,11.0,0.0,2013,Chinese Grand Prix,3,2013_3
lotus_f1,1.0,33.0,2013,Bahrain Grand Prix,4,2013_4
red_bull,2.0,31.0,2013,Bahrain Grand Prix,4,2013_4
force_india,3.0,12.0,2013,Bahrain Grand Prix,4,2013_4
mercedes,4.0,12.0,2013,Bahrain Grand Prix,4,2013_4
mclaren,5.0,9.0,2013,Bahrain Grand Prix,4,2013_4
ferrari,6.0,4.0,2013,Bahrain Grand Prix,4,2013_4
caterham,7.0,0.0,2013,Bahrain Grand Prix,4,2013_4
marussia,8.0,0.0,2013,Bahrain Grand Prix,4,2013_4
sauber,9.0,0.0,2013,Bahrain Grand Prix,4,2013_4
toro_rosso,10.0,0.0,2013,Bahrain Grand Prix,4,2013_4
williams,11.0,0.0,2013,Bahrain Grand Prix,4,2013_4
ferrari,1.0,40.0,2013,Spanish Grand Prix,5,2013_5
red_bull,2.0,22.0,2013,Spanish Grand Prix,5,2013_5
lotus_f1,3.0,18.0,2013,Spanish Grand Prix,5,2013_5
mercedes,4.0,8.0,2013,Spanish Grand Prix,5,2013_5
force_india,5.0,6.0,2013,Spanish Grand Prix,5,2013_5
mclaren,6.0,6.0,2013,Spanish Grand Prix,5,2013_5
toro_rosso,7.0,1.0,2013,Spanish Grand Prix,5,2013_5
caterham,8.0,0.0,2013,Spanish Grand Prix,5,2013_5
marussia,9.0,0.0,2013,Spanish Grand Prix,5,2013_5
sauber,10.0,0.0,2013,Spanish Grand Prix,5,2013_5
williams,11.0,0.0,2013,Spanish Grand Prix,5,2013_5
mercedes,1.0,37.0,2013,Monaco Grand Prix,6,2013_6
red_bull,2.0,33.0,2013,Monaco Grand Prix,6,2013_6
force_india,3.0,12.0,2013,Monaco Grand Prix,6,2013_6
mclaren,4.0,8.0,2013,Monaco Grand Prix,6,2013_6
ferrari,5.0,6.0,2013,Monaco Grand Prix,6,2013_6
toro_rosso,6.0,4.0,2013,Monaco Grand Prix,6,2013_6
lotus_f1,7.0,1.0,2013,Monaco Grand Prix,6,2013_6
caterham,8.0,0.0,2013,Monaco Grand Prix,6,2013_6
marussia,9.0,0.0,2013,Monaco Grand Prix,6,2013_6
sauber,10.0,0.0,2013,Monaco Grand Prix,6,2013_6
williams,11.0,0.0,2013,Monaco Grand Prix,6,2013_6
red_bull,1.0,37.0,2013,Canadian Grand Prix,7,2013_7
mercedes,2.0,25.0,2013,Canadian Grand Prix,7,2013_7
ferrari,3.0,22.0,2013,Canadian Grand Prix,7,2013_7
toro_rosso,4.0,8.0,2013,Canadian Grand Prix,7,2013_7
force_india,5.0,7.0,2013,Canadian Grand Prix,7,2013_7
lotus_f1,6.0,2.0,2013,Canadian Grand Prix,7,2013_7
caterham,7.0,0.0,2013,Canadian Grand Prix,7,2013_7
marussia,8.0,0.0,2013,Canadian Grand Prix,7,2013_7
mclaren,9.0,0.0,2013,Canadian Grand Prix,7,2013_7
sauber,10.0,0.0,2013,Canadian Grand Prix,7,2013_7
williams,11.0,0.0,2013,Canadian Grand Prix,7,2013_7
mercedes,1.0,37.0,2013,British Grand Prix,8,2013_8
ferrari,2.0,23.0,2013,British Grand Prix,8,2013_8
red_bull,3.0,18.0,2013,British Grand Prix,8,2013_8
lotus_f1,4.0,10.0,2013,British Grand Prix,8,2013_8
force_india,5.0,8.0,2013,British Grand Prix,8,2013_8
toro_rosso,6.0,4.0,2013,British Grand Prix,8,2013_8
sauber,7.0,1.0,2013,British Grand Prix,8,2013_8
caterham,8.0,0.0,2013,British Grand Prix,8,2013_8
marussia,9.0,0.0,2013,British Grand Prix,8,2013_8
mclaren,10.0,0.0,2013,British Grand Prix,8,2013_8
williams,11.0,0.0,2013,British Grand Prix,8,2013_8
lotus_f1,1.0,33.0,2013,German Grand Prix,9,2013_9
red_bull,2.0,31.0,2013,German Grand Prix,9,2013_9
ferrari,3.0,12.0,2013,German Grand Prix,9,2013_9
mclaren,4.0,12.0,2013,German Grand Prix,9,2013_9
mercedes,5.0,12.0,2013,German Grand Prix,9,2013_9
sauber,6.0,1.0,2013,German Grand Prix,9,2013_9
caterham,7.0,0.0,2013,German Grand Prix,9,2013_9
force_india,8.0,0.0,2013,German Grand Prix,9,2013_9
marussia,9.0,0.0,2013,German Grand Prix,9,2013_9
toro_rosso,10.0,0.0,2013,German Grand Prix,9,2013_9
williams,11.0,0.0,2013,German Grand Prix,9,2013_9
red_bull,1.0,27.0,2013,Hungarian Grand Prix,10,2013_10
lotus_f1,2.0,26.0,2013,Hungarian Grand Prix,10,2013_10
mercedes,3.0,25.0,2013,Hungarian Grand Prix,10,2013_10
ferrari,4.0,14.0,2013,Hungarian Grand Prix,10,2013_10
mclaren,5.0,8.0,2013,Hungarian Grand Prix,10,2013_10
williams,6.0,1.0,2013,Hungarian Grand Prix,10,2013_10
caterham,7.0,0.0,2013,Hungarian Grand Prix,10,2013_10
force_india,8.0,0.0,2013,Hungarian Grand Prix,10,2013_10
marussia,9.0,0.0,2013,Hungarian Grand Prix,10,2013_10
sauber,10.0,0.0,2013,Hungarian Grand Prix,10,2013_10
toro_rosso,11.0,0.0,2013,Hungarian Grand Prix,10,2013_10
red_bull,1.0,35.0,2013,Belgian Grand Prix,11,2013_11
mercedes,2.0,27.0,2013,Belgian Grand Prix,11,2013_11
ferrari,3.0,24.0,2013,Belgian Grand Prix,11,2013_11
mclaren,4.0,8.0,2013,Belgian Grand Prix,11,2013_11
lotus_f1,5.0,4.0,2013,Belgian Grand Prix,11,2013_11
force_india,6.0,2.0,2013,Belgian Grand Prix,11,2013_11
toro_rosso,7.0,1.0,2013,Belgian Grand Prix,11,2013_11
caterham,8.0,0.0,2013,Belgian Grand Prix,11,2013_11
marussia,9.0,0.0,2013,Belgian Grand Prix,11,2013_11
sauber,10.0,0.0,2013,Belgian Grand Prix,11,2013_11
williams,11.0,0.0,2013,Belgian Grand Prix,11,2013_11
red_bull,1.0,40.0,2013,Italian Grand Prix,12,2013_12
ferrari,2.0,30.0,2013,Italian Grand Prix,12,2013_12
mercedes,3.0,10.0,2013,Italian Grand Prix,12,2013_12
sauber,4.0,10.0,2013,Italian Grand Prix,12,2013_12
toro_rosso,5.0,6.0,2013,Italian Grand Prix,12,2013_12
lotus_f1,6.0,4.0,2013,Italian Grand Prix,12,2013_12
mclaren,7.0,1.0,2013,Italian Grand Prix,12,2013_12
caterham,8.0,0.0,2013,Italian Grand Prix,12,2013_12
force_india,9.0,0.0,2013,Italian Grand Prix,12,2013_12
marussia,10.0,0.0,2013,Italian Grand Prix,12,2013_12
williams,11.0,0.0,2013,Italian Grand Prix,12,2013_12
ferrari,1.0,26.0,2013,Singapore Grand Prix,13,2013_13
red_bull,2.0,25.0,2013,Singapore Grand Prix,13,2013_13
mercedes,3.0,22.0,2013,Singapore Grand Prix,13,2013_13
lotus_f1,4.0,15.0,2013,Singapore Grand Prix,13,2013_13
mclaren,5.0,10.0,2013,Singapore Grand Prix,13,2013_13
sauber,6.0,2.0,2013,Singapore Grand Prix,13,2013_13
force_india,7.0,1.0,2013,Singapore Grand Prix,13,2013_13
